"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT446636","hsa","hsa","hsa-miR-190a-5p","SDC3","0","0","0","0","1","0","0","1","2","3"
"MIRT572515","hsa","hsa","hsa-miR-190a-5p","KIAA0232","0","0","0","0","1","0","0","1","2","3"
"MIRT533917","hsa","hsa","hsa-miR-190a-5p","TATDN2","0","0","0","0","1","0","0","1","2","3"
"MIRT553949","hsa","hsa","hsa-miR-190a-5p","STAMBP","0","0","0","0","1","0","0","1","2","3"
"MIRT667489","hsa","hsa","hsa-miR-190a-5p","MAP3K2","0","0","0","0","1","0","0","1","2","3"
"MIRT544420","hsa","hsa","hsa-miR-190a-5p","ZNF460","0","0","0","0","1","0","0","1","2","5"
"MIRT495328","hsa","hsa","hsa-miR-190a-5p","ADAMTS8","0","0","0","0","1","0","0","1","2","5"
"MIRT646206","hsa","hsa","hsa-miR-190a-5p","DUSP10","0","0","0","0","1","0","0","1","2","3"
"MIRT021082","hsa","hsa","hsa-miR-190a-5p","PHLPP1","1","1","1","0","0","0","0","0","3","3"
"MIRT507985","hsa","hsa","hsa-miR-190a-5p","BCL2L13","0","0","0","0","1","0","0","1","2","5"
"MIRT531897","hsa","hsa","hsa-miR-190a-5p","INVS","0","0","0","0","1","0","0","1","2","5"
"MIRT554396","hsa","hsa","hsa-miR-190a-5p","SERP1","0","0","0","0","1","0","0","1","2","3"
"MIRT627780","hsa","hsa","hsa-miR-190a-5p","RAB30","0","0","0","0","1","0","0","1","2","3"
"MIRT250412","hsa","hsa","hsa-miR-190a-5p","TNRC6A","0","0","0","0","1","0","0","1","2","3"
"MIRT657008","hsa","hsa","hsa-miR-190a-5p","KCNMB4","0","0","0","0","1","0","0","1","2","3"
"MIRT547435","hsa","hsa","hsa-miR-190a-5p","MED4","0","0","0","0","1","0","0","1","2","3"
"MIRT537504","hsa","hsa","hsa-miR-190a-5p","FAM13B","0","0","0","0","1","0","0","1","2","3"
"MIRT306292","hsa","hsa","hsa-miR-190a-5p","KLHL24","0","0","0","0","1","0","0","1","2","3"
"MIRT446390","hsa","hsa","hsa-miR-190a-5p","PCDHB11","0","0","0","0","1","0","0","1","2","3"
"MIRT054652","hsa","hsa","hsa-miR-190a-5p","KCNQ5","1","1","0","0","0","0","0","0","2","2"
"MIRT734475","hsa","hsa","hsa-miR-190a-5p","CELF4","0","0","0","1","0","0","0","0","1","1"
"MIRT566791","hsa","hsa","hsa-miR-190a-5p","MKL2","0","0","0","0","1","0","0","1","2","3"
"MIRT508445","hsa","hsa","hsa-miR-190a-5p","ZNF608","0","0","0","0","1","0","0","1","2","5"
"MIRT506518","hsa","hsa","hsa-miR-190a-5p","MSANTD4","0","0","0","0","1","0","0","1","2","7"
"MIRT449411","hsa","hsa","hsa-miR-190a-5p","TRIM5","0","0","0","0","1","0","0","1","2","3"
"MIRT524570","hsa","hsa","hsa-miR-190a-5p","CALML4","0","0","0","0","1","0","0","1","2","5"
"MIRT504679","hsa","hsa","hsa-miR-190a-5p","CYGB","0","0","0","0","1","0","0","1","2","5"
"MIRT566844","hsa","hsa","hsa-miR-190a-5p","LRRC58","0","0","0","0","1","0","0","1","2","3"
"MIRT564195","hsa","hsa","hsa-miR-190a-5p","PM20D2","0","0","0","0","1","0","0","1","2","3"
"MIRT665818","hsa","hsa","hsa-miR-190a-5p","TMEM161B","0","0","0","0","1","0","0","1","2","3"
"MIRT192448","hsa","hsa","hsa-miR-190a-5p","SPRED1","0","0","0","0","1","0","0","1","2","3"
"MIRT355844","hsa","hsa","hsa-miR-190a-5p","SGMS2","0","0","0","0","1","0","0","1","2","5"
"MIRT707099","hsa","hsa","hsa-miR-190a-5p","ZNF850","0","0","0","0","1","0","0","1","2","3"
"MIRT541690","hsa","hsa","hsa-miR-190a-5p","CCDC160","0","0","0","0","1","0","0","1","2","9"
"MIRT635160","hsa","hsa","hsa-miR-190a-5p","ENO4","0","0","0","0","1","0","0","1","2","3"
"MIRT607429","hsa","hsa","hsa-miR-190a-5p","NOTCH2NL","0","0","0","0","1","0","0","1","2","11"
"MIRT708720","hsa","hsa","hsa-miR-190a-5p","PTPLAD2","0","0","0","0","1","0","0","0","1","2"
"MIRT555668","hsa","hsa","hsa-miR-190a-5p","PGAM4","0","0","0","0","1","0","0","1","2","5"
"MIRT066965","hsa","hsa","hsa-miR-190a-5p","ATXN7L3B","0","0","0","0","1","0","0","1","2","3"
"MIRT501850","hsa","hsa","hsa-miR-190a-5p","MTRNR2L8","0","0","0","0","1","0","0","1","2","15"
"MIRT498616","hsa","hsa","hsa-miR-190a-5p","MTRNR2L10","0","0","0","0","1","0","0","1","2","13"
