"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT548695","hsa","hsa","hsa-miR-548b-5p","CRNKL1","0","0","0","0","1","0","0","1","2","3"
"MIRT537210","hsa","hsa","hsa-miR-548b-5p","GDE1","0","0","0","0","1","0","0","1","2","5"
"MIRT072485","hsa","hsa","hsa-miR-548b-5p","RAB8B","0","0","0","0","1","0","0","1","2","3"
"MIRT554266","hsa","hsa","hsa-miR-548b-5p","SIX4","0","0","0","0","1","0","0","1","2","3"
"MIRT449519","hsa","hsa","hsa-miR-548b-5p","TM6SF1","0","0","0","0","1","0","0","1","2","3"
"MIRT309004","hsa","hsa","hsa-miR-548b-5p","USP53","0","0","0","0","1","0","0","1","2","3"
"MIRT057117","hsa","hsa","hsa-miR-548b-5p","DDIT4","0","0","0","0","1","0","0","1","2","5"
"MIRT227690","hsa","hsa","hsa-miR-548b-5p","TBC1D13","0","0","0","0","1","0","0","1","2","3"
"MIRT505810","hsa","hsa","hsa-miR-548b-5p","RSBN1","0","0","0","0","1","0","0","1","2","9"
"MIRT475993","hsa","hsa","hsa-miR-548b-5p","GTPBP2","0","0","0","0","1","0","0","1","2","3"
"MIRT195289","hsa","hsa","hsa-miR-548b-5p","LEPROT","0","0","0","0","1","0","0","1","2","3"
"MIRT447308","hsa","hsa","hsa-miR-548b-5p","ZNF562","0","0","0","0","1","0","0","1","2","3"
"MIRT556701","hsa","hsa","hsa-miR-548b-5p","KLHL28","0","0","0","0","1","0","0","1","2","3"
"MIRT725180","hsa","hsa","hsa-miR-548b-5p","SDAD1","0","0","0","0","1","0","0","1","2","3"
"MIRT474465","hsa","hsa","hsa-miR-548b-5p","KLHL11","0","0","0","0","1","0","0","1","2","9"
"MIRT096491","hsa","hsa","hsa-miR-548b-5p","BRIX1","0","0","0","0","1","0","0","1","2","3"
"MIRT545558","hsa","hsa","hsa-miR-548b-5p","GIMAP4","0","0","0","0","1","0","0","1","2","3"
"MIRT505145","hsa","hsa","hsa-miR-548b-5p","YOD1","0","0","0","0","1","0","0","1","2","3"
"MIRT063358","hsa","hsa","hsa-miR-548b-5p","ETNK1","0","0","0","0","1","0","0","1","2","3"
"MIRT499876","hsa","hsa","hsa-miR-548b-5p","SVOP","0","0","0","0","1","0","0","1","2","11"
"MIRT566089","hsa","hsa","hsa-miR-548b-5p","RCC2","0","0","0","0","1","0","0","1","2","3"
"MIRT520731","hsa","hsa","hsa-miR-548b-5p","TM9SF3","0","0","0","0","1","0","0","1","2","7"
"MIRT094672","hsa","hsa","hsa-miR-548b-5p","FEM1C","0","0","0","0","1","0","0","1","2","3"
"MIRT638529","hsa","hsa","hsa-miR-548b-5p","LYRM2","0","0","0","0","1","0","0","1","2","3"
"MIRT516837","hsa","hsa","hsa-miR-548b-5p","CYP20A1","0","0","0","0","1","0","0","1","2","3"
"MIRT545297","hsa","hsa","hsa-miR-548b-5p","SPC25","0","0","0","0","1","0","0","1","2","3"
"MIRT101288","hsa","hsa","hsa-miR-548b-5p","FAM135A","0","0","0","0","1","0","0","1","2","3"
"MIRT563570","hsa","hsa","hsa-miR-548b-5p","KIAA1586","0","0","0","0","1","0","0","1","2","3"
"MIRT498481","hsa","hsa","hsa-miR-548b-5p","PTBP2","0","0","0","0","1","0","0","1","2","11"
"MIRT558110","hsa","hsa","hsa-miR-548b-5p","ENPP5","0","0","0","0","1","0","0","1","2","3"
"MIRT395779","hsa","hsa","hsa-miR-548b-5p","SPCS3","0","0","0","0","1","0","0","1","2","3"
"MIRT454931","hsa","hsa","hsa-miR-548b-5p","ANKEF1","0","0","0","0","1","0","0","1","2","13"
"MIRT536690","hsa","hsa","hsa-miR-548b-5p","IKZF5","0","0","0","0","1","0","0","1","2","3"
"MIRT447521","hsa","hsa","hsa-miR-548b-5p","MRPS5","0","0","0","0","1","0","0","1","2","3"
"MIRT562943","hsa","hsa","hsa-miR-548b-5p","TNIP2","0","0","0","0","1","0","0","1","2","3"
"MIRT536843","hsa","hsa","hsa-miR-548b-5p","HMBOX1","0","0","0","0","1","0","0","1","2","3"
"MIRT563299","hsa","hsa","hsa-miR-548b-5p","BBS10","0","0","0","0","1","0","0","1","2","3"
"MIRT485866","hsa","hsa","hsa-miR-548b-5p","ALG9","0","0","0","0","1","0","0","1","2","3"
"MIRT544078","hsa","hsa","hsa-miR-548b-5p","METTL8","0","0","0","0","1","0","0","1","2","3"
"MIRT719294","hsa","hsa","hsa-miR-548b-5p","SETD7","0","0","0","0","1","0","0","1","2","3"
"MIRT526021","hsa","hsa","hsa-miR-548b-5p","RBM4B","0","0","0","0","1","0","0","1","2","3"
"MIRT547776","hsa","hsa","hsa-miR-548b-5p","KATNAL1","0","0","0","0","1","0","0","1","2","3"
"MIRT505849","hsa","hsa","hsa-miR-548b-5p","POLR1B","0","0","0","0","1","0","0","1","2","5"
"MIRT701031","hsa","hsa","hsa-miR-548b-5p","PCGF5","0","0","0","0","1","0","0","1","2","3"
"MIRT561891","hsa","hsa","hsa-miR-548b-5p","MSANTD4","0","0","0","0","1","0","0","1","2","3"
"MIRT717566","hsa","hsa","hsa-miR-548b-5p","ZBTB37","0","0","0","0","1","0","0","1","2","3"
"MIRT561935","hsa","hsa","hsa-miR-548b-5p","MFSD9","0","0","0","0","1","0","0","1","2","3"
"MIRT500996","hsa","hsa","hsa-miR-548b-5p","SPPL2A","0","0","0","0","1","0","0","1","2","5"
"MIRT550497","hsa","hsa","hsa-miR-548b-5p","TMEM241","0","0","0","0","1","0","0","1","2","3"
"MIRT555789","hsa","hsa","hsa-miR-548b-5p","PCMTD1","0","0","0","0","1","0","0","1","2","3"
"MIRT311463","hsa","hsa","hsa-miR-548b-5p","PRRC1","0","0","0","0","1","0","0","1","2","3"
"MIRT408279","hsa","hsa","hsa-miR-548b-5p","GRPEL2","0","0","0","0","1","0","0","1","2","3"
"MIRT445392","hsa","hsa","hsa-miR-548b-5p","PTCHD1","0","0","0","0","1","0","0","1","2","5"
"MIRT334630","hsa","hsa","hsa-miR-548b-5p","NEK7","0","0","0","0","1","0","0","1","2","3"
"MIRT629153","hsa","hsa","hsa-miR-548b-5p","CTCFL","0","0","0","0","1","0","0","1","2","3"
"MIRT178034","hsa","hsa","hsa-miR-548b-5p","SAMD8","0","0","0","0","1","0","0","1","2","3"
"MIRT546505","hsa","hsa","hsa-miR-548b-5p","SIK1","0","0","0","0","1","0","0","1","2","3"
"MIRT571476","hsa","hsa","hsa-miR-548b-5p","CCDC80","0","0","0","0","1","0","0","1","2","3"
"MIRT494288","hsa","hsa","hsa-miR-548b-5p","CEP120","0","0","0","0","1","0","0","1","2","3"
"MIRT498568","hsa","hsa","hsa-miR-548b-5p","TMEM30B","0","0","0","0","1","0","0","1","2","3"
"MIRT543458","hsa","hsa","hsa-miR-548b-5p","PARP15","0","0","0","0","1","0","0","1","2","3"
"MIRT525875","hsa","hsa","hsa-miR-548b-5p","ARL13B","0","0","0","0","1","0","0","1","2","3"
"MIRT308161","hsa","hsa","hsa-miR-548b-5p","PDE12","0","0","0","0","1","0","0","1","2","3"
"MIRT266955","hsa","hsa","hsa-miR-548b-5p","LRRC55","0","0","0","0","1","0","0","1","2","5"
"MIRT443306","hsa","hsa","hsa-miR-548b-5p","PRPS1L1","0","0","0","0","1","0","0","1","2","3"
"MIRT103862","hsa","hsa","hsa-miR-548b-5p","FOXK1","0","0","0","0","1","0","0","1","2","3"
"MIRT442105","hsa","hsa","hsa-miR-548b-5p","ZNRF2","0","0","0","0","1","0","0","1","2","9"
"MIRT493484","hsa","hsa","hsa-miR-548b-5p","IPMK","0","0","0","0","1","0","0","1","2","3"
"MIRT208423","hsa","hsa","hsa-miR-548b-5p","ZBTB38","0","0","0","0","1","0","0","1","2","3"
"MIRT273939","hsa","hsa","hsa-miR-548b-5p","SPRYD4","0","0","0","0","1","0","0","1","2","3"
"MIRT297090","hsa","hsa","hsa-miR-548b-5p","RGPD4","0","0","0","0","1","0","0","1","2","3"
"MIRT549965","hsa","hsa","hsa-miR-548b-5p","RPL7L1","0","0","0","0","1","0","0","1","2","5"
"MIRT443155","hsa","hsa","hsa-miR-548b-5p","ZDHHC21","0","0","0","0","1","0","0","1","2","3"
"MIRT544816","hsa","hsa","hsa-miR-548b-5p","ACSM2B","0","0","0","0","1","0","0","1","2","3"
"MIRT449910","hsa","hsa","hsa-miR-548b-5p","C11orf34","0","0","0","0","1","0","0","0","1","3"
"MIRT531070","hsa","hsa","hsa-miR-548b-5p","SLC9A4","0","0","0","0","1","0","0","1","2","5"
"MIRT543719","hsa","hsa","hsa-miR-548b-5p","XKR9","0","0","0","0","1","0","0","1","2","3"
"MIRT442848","hsa","hsa","hsa-miR-548b-5p","GTF2H5","0","0","0","0","1","0","0","1","2","3"
"MIRT526092","hsa","hsa","hsa-miR-548b-5p","TMEM41B","0","0","0","0","1","0","0","1","2","3"
"MIRT619635","hsa","hsa","hsa-miR-548b-5p","PLEKHG7","0","0","0","0","1","0","0","1","2","3"
"MIRT573636","hsa","hsa","hsa-miR-548b-5p","ZNF724P","0","0","0","0","1","0","0","1","2","3"
"MIRT609096","hsa","hsa","hsa-miR-548b-5p","SMIM15","0","0","0","0","1","0","0","1","2","7"
"MIRT525411","hsa","hsa","hsa-miR-548b-5p","SHISA9","0","0","0","0","1","0","0","1","2","5"
"MIRT177263","hsa","hsa","hsa-miR-548b-5p","COMMD3-BMI1","0","0","0","0","1","0","0","1","2","3"
