"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT450682","hsa","hsa","hsa-miR-4677-5p","RPN2","0","0","0","0","1","0","0","1","2","3"
"MIRT263519","hsa","hsa","hsa-miR-4677-5p","RPS24","0","0","0","0","1","0","0","1","2","3"
"MIRT638255","hsa","hsa","hsa-miR-4677-5p","SIX1","0","0","0","0","1","0","0","1","2","3"
"MIRT718361","hsa","hsa","hsa-miR-4677-5p","SOX1","0","0","0","0","1","0","0","1","2","3"
"MIRT649115","hsa","hsa","hsa-miR-4677-5p","SRD5A1","0","0","0","0","1","0","0","1","2","3"
"MIRT443782","hsa","hsa","hsa-miR-4677-5p","ST13","0","0","0","0","1","0","0","1","2","3"
"MIRT652244","hsa","hsa","hsa-miR-4677-5p","TPI1","0","0","0","0","1","0","0","1","2","3"
"MIRT636153","hsa","hsa","hsa-miR-4677-5p","TRPS1","0","0","0","0","1","0","0","1","2","3"
"MIRT533249","hsa","hsa","hsa-miR-4677-5p","VCAM1","0","0","0","0","1","0","0","1","2","3"
"MIRT567792","hsa","hsa","hsa-miR-4677-5p","DEK","0","0","0","0","1","0","0","1","2","3"
"MIRT644556","hsa","hsa","hsa-miR-4677-5p","SPOP","0","0","0","0","1","0","0","1","2","3"
"MIRT724594","hsa","hsa","hsa-miR-4677-5p","AP3B1","0","0","0","0","1","0","0","1","2","3"
"MIRT572455","hsa","hsa","hsa-miR-4677-5p","ZNF516","0","0","0","0","1","0","0","1","2","3"
"MIRT719339","hsa","hsa","hsa-miR-4677-5p","VGLL4","0","0","0","0","1","0","0","1","2","3"
"MIRT715649","hsa","hsa","hsa-miR-4677-5p","USP6NL","0","0","0","0","1","0","0","1","2","3"
"MIRT450240","hsa","hsa","hsa-miR-4677-5p","TRIM66","0","0","0","0","1","0","0","1","2","3"
"MIRT509224","hsa","hsa","hsa-miR-4677-5p","KIF14","0","0","0","0","1","0","0","1","2","7"
"MIRT552784","hsa","hsa","hsa-miR-4677-5p","YAF2","0","0","0","0","1","0","0","1","2","3"
"MIRT698725","hsa","hsa","hsa-miR-4677-5p","STX6","0","0","0","0","1","0","0","1","2","5"
"MIRT722398","hsa","hsa","hsa-miR-4677-5p","BCAS2","0","0","0","0","1","0","0","1","2","3"
"MIRT624610","hsa","hsa","hsa-miR-4677-5p","B3GALT5","0","0","0","0","1","0","0","1","2","3"
"MIRT089446","hsa","hsa","hsa-miR-4677-5p","STAMBP","0","0","0","0","1","0","0","1","2","3"
"MIRT699788","hsa","hsa","hsa-miR-4677-5p","SEC24A","0","0","0","0","1","0","0","1","2","3"
"MIRT565809","hsa","hsa","hsa-miR-4677-5p","SDCCAG3","0","0","0","0","1","0","0","1","2","3"
"MIRT574649","hsa","hsa","hsa-miR-4677-5p","LMAN2","0","0","0","0","1","0","0","1","2","3"
"MIRT447642","hsa","hsa","hsa-miR-4677-5p","RAB3GAP1","0","0","0","0","1","0","0","1","2","3"
"MIRT722184","hsa","hsa","hsa-miR-4677-5p","DNAJC9","0","0","0","0","1","0","0","1","2","3"
"MIRT657249","hsa","hsa","hsa-miR-4677-5p","ICOSLG","0","0","0","0","1","0","0","1","2","3"
"MIRT566341","hsa","hsa","hsa-miR-4677-5p","POLDIP2","0","0","0","0","1","0","0","1","2","3"
"MIRT465594","hsa","hsa","hsa-miR-4677-5p","TNRC6A","0","0","0","0","1","0","0","1","2","3"
"MIRT700290","hsa","hsa","hsa-miR-4677-5p","RABGEF1","0","0","0","0","1","0","0","1","2","3"
"MIRT384298","hsa","hsa","hsa-miR-4677-5p","GOLT1B","0","0","0","0","1","0","0","1","2","3"
"MIRT723460","hsa","hsa","hsa-miR-4677-5p","ST8SIA3","0","0","0","0","1","0","0","1","2","3"
"MIRT682579","hsa","hsa","hsa-miR-4677-5p","CPA4","0","0","0","0","1","0","0","1","2","3"
"MIRT481118","hsa","hsa","hsa-miR-4677-5p","AZIN1","0","0","0","0","1","0","0","1","2","5"
"MIRT506337","hsa","hsa","hsa-miR-4677-5p","NUP54","0","0","0","0","1","0","0","1","2","5"
"MIRT618457","hsa","hsa","hsa-miR-4677-5p","TMCO1","0","0","0","0","1","0","0","1","2","3"
"MIRT712717","hsa","hsa","hsa-miR-4677-5p","NCAPG2","0","0","0","0","1","0","0","1","2","3"
"MIRT712042","hsa","hsa","hsa-miR-4677-5p","STYK1","0","0","0","0","1","0","0","1","2","3"
"MIRT442312","hsa","hsa","hsa-miR-4677-5p","UBE2Q1","0","0","0","0","1","0","0","1","2","3"
"MIRT645900","hsa","hsa","hsa-miR-4677-5p","LRIF1","0","0","0","0","1","0","0","1","2","3"
"MIRT669214","hsa","hsa","hsa-miR-4677-5p","CAND1","0","0","0","0","1","0","0","1","2","3"
"MIRT514595","hsa","hsa","hsa-miR-4677-5p","NDUFA12","0","0","0","0","1","0","0","1","2","5"
"MIRT448464","hsa","hsa","hsa-miR-4677-5p","SLC45A4","0","0","0","0","1","0","0","1","2","3"
"MIRT641621","hsa","hsa","hsa-miR-4677-5p","KIAA1244","0","0","0","0","1","0","0","1","2","3"
"MIRT515392","hsa","hsa","hsa-miR-4677-5p","ARHGAP21","0","0","0","0","1","0","0","1","2","5"
"MIRT718209","hsa","hsa","hsa-miR-4677-5p","TNRC6C","0","0","0","0","1","0","0","1","2","3"
"MIRT710374","hsa","hsa","hsa-miR-4677-5p","LMBR1","0","0","0","0","1","0","0","1","2","3"
"MIRT622279","hsa","hsa","hsa-miR-4677-5p","SH3TC2","0","0","0","0","1","0","0","1","2","3"
"MIRT713288","hsa","hsa","hsa-miR-4677-5p","ADAMTS20","0","0","0","0","1","0","0","1","2","3"
"MIRT446864","hsa","hsa","hsa-miR-4677-5p","NBPF3","0","0","0","0","1","0","0","1","2","3"
"MIRT718806","hsa","hsa","hsa-miR-4677-5p","SLC25A33","0","0","0","0","1","0","0","1","2","3"
"MIRT710407","hsa","hsa","hsa-miR-4677-5p","YTHDC1","0","0","0","0","1","0","0","1","2","3"
"MIRT621924","hsa","hsa","hsa-miR-4677-5p","SYAP1","0","0","0","0","1","0","0","1","2","5"
"MIRT716756","hsa","hsa","hsa-miR-4677-5p","TRABD2A","0","0","0","0","1","0","0","1","2","3"
"MIRT357966","hsa","hsa","hsa-miR-4677-5p","GRPEL2","0","0","0","0","1","0","0","1","2","3"
"MIRT449117","hsa","hsa","hsa-miR-4677-5p","XRRA1","0","0","0","0","1","0","0","1","2","3"
"MIRT720827","hsa","hsa","hsa-miR-4677-5p","C1orf52","0","0","0","0","1","0","0","1","2","3"
"MIRT556213","hsa","hsa","hsa-miR-4677-5p","MB21D2","0","0","0","0","1","0","0","1","2","3"
"MIRT711384","hsa","hsa","hsa-miR-4677-5p","PLEKHG4B","0","0","0","0","1","0","0","1","2","3"
"MIRT631040","hsa","hsa","hsa-miR-4677-5p","TAS2R30","0","0","0","0","1","0","0","1","2","3"
"MIRT719671","hsa","hsa","hsa-miR-4677-5p","SPDYE1","0","0","0","0","1","0","0","1","2","3"
"MIRT716167","hsa","hsa","hsa-miR-4677-5p","FAM71F2","0","0","0","0","1","0","0","1","2","3"
"MIRT610690","hsa","hsa","hsa-miR-4677-5p","FAM89A","0","0","0","0","1","0","0","1","2","3"
"MIRT525555","hsa","hsa","hsa-miR-4677-5p","MTRNR2L7","0","0","0","0","1","0","0","1","2","7"
"MIRT525604","hsa","hsa","hsa-miR-4677-5p","MTRNR2L3","0","0","0","0","1","0","0","1","2","5"
"MIRT535799","hsa","hsa","hsa-miR-4677-5p","MTRNR2L10","0","0","0","0","1","0","0","1","2","5"
"MIRT535778","hsa","hsa","hsa-miR-4677-5p","MTRNR2L11","0","0","0","0","1","0","0","1","2","7"
