"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT628103","hsa","hsa","hsa-miR-4433b-5p","IGF2BP1","0","0","0","0","1","0","0","1","2","3"
"MIRT560533","hsa","hsa","hsa-miR-4433b-5p","RAB32","0","0","0","0","1","0","0","1","2","3"
"MIRT535590","hsa","hsa","hsa-miR-4433b-5p","NUDT5","0","0","0","0","1","0","0","1","2","3"
"MIRT530539","hsa","hsa","hsa-miR-4433b-5p","SYNPO","0","0","0","0","1","0","0","1","2","3"
"MIRT653861","hsa","hsa","hsa-miR-4433b-5p","SHANK2","0","0","0","0","1","0","0","1","2","3"
"MIRT572049","hsa","hsa","hsa-miR-4433b-5p","GPATCH8","0","0","0","0","1","0","0","1","2","3"
"MIRT074491","hsa","hsa","hsa-miR-4433b-5p","ICMT","0","0","0","0","1","0","0","1","2","3"
"MIRT520167","hsa","hsa","hsa-miR-4433b-5p","WBP2","0","0","0","0","1","0","0","1","2","5"
"MIRT521463","hsa","hsa","hsa-miR-4433b-5p","RABGAP1","0","0","0","0","1","0","0","1","2","7"
"MIRT560870","hsa","hsa","hsa-miR-4433b-5p","SULT1B1","0","0","0","0","1","0","0","1","2","3"
"MIRT685037","hsa","hsa","hsa-miR-4433b-5p","GEMIN4","0","0","0","0","1","0","0","1","2","3"
"MIRT550041","hsa","hsa","hsa-miR-4433b-5p","RSRC1","0","0","0","0","1","0","0","1","2","3"
"MIRT311417","hsa","hsa","hsa-miR-4433b-5p","PHAX","0","0","0","0","1","0","0","1","2","3"
"MIRT714565","hsa","hsa","hsa-miR-4433b-5p","GALNT10","0","0","0","0","1","0","0","1","2","3"
"MIRT574395","hsa","hsa","hsa-miR-4433b-5p","TM9SF3","0","0","0","0","1","0","0","1","2","3"
"MIRT653748","hsa","hsa","hsa-miR-4433b-5p","SLC12A5","0","0","0","0","1","0","0","1","2","3"
"MIRT472718","hsa","hsa","hsa-miR-4433b-5p","MTUS1","0","0","0","0","1","0","0","1","2","7"
"MIRT535586","hsa","hsa","hsa-miR-4433b-5p","NUFIP2","0","0","0","0","1","0","0","1","2","3"
"MIRT574262","hsa","hsa","hsa-miR-4433b-5p","ZNF350","0","0","0","0","1","0","0","1","2","3"
"MIRT619373","hsa","hsa","hsa-miR-4433b-5p","KLHL12","0","0","0","0","1","0","0","1","2","3"
"MIRT721755","hsa","hsa","hsa-miR-4433b-5p","INF2","0","0","0","0","1","0","0","1","2","3"
"MIRT613185","hsa","hsa","hsa-miR-4433b-5p","COPS7B","0","0","0","0","1","0","0","1","2","9"
"MIRT476221","hsa","hsa","hsa-miR-4433b-5p","GNPNAT1","0","0","0","0","1","0","0","1","2","3"
"MIRT705453","hsa","hsa","hsa-miR-4433b-5p","ATG9A","0","0","0","0","1","0","0","1","2","3"
"MIRT091189","hsa","hsa","hsa-miR-4433b-5p","TBL1XR1","0","0","0","0","1","0","0","1","2","5"
"MIRT573344","hsa","hsa","hsa-miR-4433b-5p","TRPM3","0","0","0","0","1","0","0","1","2","3"
"MIRT470061","hsa","hsa","hsa-miR-4433b-5p","PTGES2","0","0","0","0","1","0","0","1","2","3"
"MIRT652013","hsa","hsa","hsa-miR-4433b-5p","TTYH3","0","0","0","0","1","0","0","1","2","3"
"MIRT568513","hsa","hsa","hsa-miR-4433b-5p","ANP32E","0","0","0","0","1","0","0","1","2","3"
"MIRT453464","hsa","hsa","hsa-miR-4433b-5p","PITPNM3","0","0","0","0","1","0","0","1","2","3"
"MIRT537515","hsa","hsa","hsa-miR-4433b-5p","FAM104A","0","0","0","0","1","0","0","1","2","3"
"MIRT720255","hsa","hsa","hsa-miR-4433b-5p","FAM83F","0","0","0","0","1","0","0","1","2","3"
"MIRT535519","hsa","hsa","hsa-miR-4433b-5p","PALM2","0","0","0","0","1","0","0","1","2","3"
"MIRT562603","hsa","hsa","hsa-miR-4433b-5p","C4orf32","0","0","0","0","1","0","0","1","2","3"
"MIRT343788","hsa","hsa","hsa-miR-4433b-5p","PHF13","0","0","0","0","1","0","0","1","2","3"
"MIRT692682","hsa","hsa","hsa-miR-4433b-5p","NAIF1","0","0","0","0","1","0","0","1","2","3"
"MIRT645935","hsa","hsa","hsa-miR-4433b-5p","HIPK1","0","0","0","0","1","0","0","1","2","3"
"MIRT719390","hsa","hsa","hsa-miR-4433b-5p","NPCA1","0","0","0","0","1","0","0","1","2","3"
"MIRT723546","hsa","hsa","hsa-miR-4433b-5p","ZDHHC22","0","0","0","0","1","0","0","1","2","3"
"MIRT530111","hsa","hsa","hsa-miR-4433b-5p","SLC25A42","0","0","0","0","1","0","0","1","2","3"
"MIRT525510","hsa","hsa","hsa-miR-4433b-5p","FSIP2","0","0","0","0","1","0","0","1","2","5"
"MIRT525274","hsa","hsa","hsa-miR-4433b-5p","C18orf32","0","0","0","0","1","0","0","1","2","3"
"MIRT552394","hsa","hsa","hsa-miR-4433b-5p","ZNF487P","0","0","0","0","1","0","0","0","1","2"
