"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT053601","hsa","hsa","hsa-miR-423-5p","TFF1","1","1","1","0","0","0","0","0","3","2"
"MIRT038122","hsa","hsa","hsa-miR-423-5p","TIMP3","0","0","0","0","1","0","0","0","1","2"
"MIRT451796","hsa","hsa","hsa-miR-423-5p","TLR5","0","0","0","0","1","0","0","1","2","3"
"MIRT544297","hsa","hsa","hsa-miR-423-5p","TSPYL1","0","0","0","0","1","0","0","1","2","3"
"MIRT038113","hsa","hsa","hsa-miR-423-5p","UBE2D3","0","0","0","0","1","0","0","0","1","2"
"MIRT038073","hsa","hsa","hsa-miR-423-5p","UBE2L3","0","0","0","0","1","0","0","0","1","2"
"MIRT735672","hsa","rno","hsa-miR-423-5p","USF2","1","1","1","0","0","0","0","0","3","1"
"MIRT491894","hsa","hsa","hsa-miR-423-5p","YWHAE","0","0","0","0","1","0","0","1","2","3"
"MIRT038013","hsa","hsa","hsa-miR-423-5p","YWHAZ","0","0","0","0","1","0","0","0","1","2"
"MIRT038134","hsa","hsa","hsa-miR-423-5p","ZYX","0","0","0","0","1","0","0","0","1","2"
"MIRT038124","hsa","hsa","hsa-miR-423-5p","CSDE1","0","0","0","0","1","0","0","0","1","2"
"MIRT038145","hsa","hsa","hsa-miR-423-5p","PRRC2A","0","0","0","0","1","0","0","0","1","2"
"MIRT038016","hsa","hsa","hsa-miR-423-5p","HIST2H2BE","0","0","0","0","1","0","0","0","1","2"
"MIRT038087","hsa","hsa","hsa-miR-423-5p","ULK1","0","0","0","0","1","0","0","0","1","2"
"MIRT449933","hsa","hsa","hsa-miR-423-5p","TPST2","0","0","0","0","1","0","0","1","2","3"
"MIRT038166","hsa","hsa","hsa-miR-423-5p","YARS","0","0","0","0","1","0","0","0","1","2"
"MIRT712118","hsa","hsa","hsa-miR-423-5p","TMEM11","0","0","0","0","1","0","0","1","2","3"
"MIRT038085","hsa","hsa","hsa-miR-423-5p","SQSTM1","0","0","0","0","1","0","0","0","1","2"
"MIRT501095","hsa","hsa","hsa-miR-423-5p","SLC5A6","0","0","0","0","1","0","0","1","2","5"
"MIRT038158","hsa","hsa","hsa-miR-423-5p","MTMR3","0","0","0","0","1","0","0","0","1","2"
"MIRT038029","hsa","hsa","hsa-miR-423-5p","FAM127A","0","0","0","0","1","0","0","0","1","2"
"MIRT060312","hsa","hsa","hsa-miR-423-5p","RPS6KA4","0","0","0","0","1","0","0","1","2","3"
"MIRT038017","hsa","hsa","hsa-miR-423-5p","USP6","0","0","0","0","1","0","0","0","1","2"
"MIRT694387","hsa","hsa","hsa-miR-423-5p","MTA1","0","0","0","0","1","0","0","1","2","3"
"MIRT466752","hsa","hsa","hsa-miR-423-5p","SYNGR2","0","0","0","0","1","0","0","1","2","3"
"MIRT489364","hsa","hsa","hsa-miR-423-5p","SYNGR1","0","0","0","0","1","0","0","1","2","5"
"MIRT456322","hsa","hsa","hsa-miR-423-5p","ARHGEF2","0","0","0","0","1","0","0","1","2","3"
"MIRT038053","hsa","hsa","hsa-miR-423-5p","DDX21","0","0","0","0","1","0","0","0","1","2"
"MIRT038083","hsa","hsa","hsa-miR-423-5p","NOLC1","0","0","0","0","1","0","0","0","1","2"
"MIRT038103","hsa","hsa","hsa-miR-423-5p","PTTG1","0","0","0","0","1","0","0","0","1","2"
"MIRT038024","hsa","hsa","hsa-miR-423-5p","SRSF11","0","0","0","0","1","0","0","0","1","2"
"MIRT038082","hsa","hsa","hsa-miR-423-5p","SLC9A3R1","0","0","0","0","1","0","0","0","1","2"
"MIRT038114","hsa","hsa","hsa-miR-423-5p","GTPBP1","0","0","0","0","1","0","0","0","1","2"
"MIRT038020","hsa","hsa","hsa-miR-423-5p","NOS1AP","0","0","0","0","1","0","0","1","2","4"
"MIRT038109","hsa","hsa","hsa-miR-423-5p","ARHGAP32","0","0","0","0","1","0","0","0","1","2"
"MIRT038025","hsa","hsa","hsa-miR-423-5p","BCLAF1","0","0","0","0","1","0","0","0","1","2"
"MIRT501015","hsa","hsa","hsa-miR-423-5p","SPATA2","0","0","0","0","1","0","0","1","2","7"
"MIRT038048","hsa","hsa","hsa-miR-423-5p","EPM2AIP1","0","0","0","0","1","0","0","0","1","2"
"MIRT038175","hsa","hsa","hsa-miR-423-5p","PSMD6","0","0","0","0","1","0","0","0","1","2"
"MIRT038128","hsa","hsa","hsa-miR-423-5p","RCE1","0","0","0","0","1","0","0","0","1","2"
"MIRT038057","hsa","hsa","hsa-miR-423-5p","ABCC5","0","0","0","0","1","0","0","1","2","6"
"MIRT464328","hsa","hsa","hsa-miR-423-5p","UST","0","0","0","0","1","0","0","1","2","3"
"MIRT038141","hsa","hsa","hsa-miR-423-5p","TRIM28","0","0","0","0","1","0","0","0","1","2"
"MIRT493983","hsa","hsa","hsa-miR-423-5p","EIF1","0","0","0","0","1","0","0","1","2","5"
"MIRT038028","hsa","hsa","hsa-miR-423-5p","GDF11","0","0","0","0","1","0","0","0","1","2"
"MIRT038043","hsa","hsa","hsa-miR-423-5p","NDRG1","0","0","0","0","1","0","0","0","1","2"
"MIRT038032","hsa","hsa","hsa-miR-423-5p","ARPC1A","0","0","0","0","1","0","0","0","1","2"
"MIRT038011","hsa","hsa","hsa-miR-423-5p","RABAC1","0","0","0","0","1","0","0","0","1","2"
"MIRT038135","hsa","hsa","hsa-miR-423-5p","DRAP1","0","0","0","0","1","0","0","0","1","2"
"MIRT246175","hsa","hsa","hsa-miR-423-5p","TXNIP","0","0","0","0","1","0","0","1","2","7"
"MIRT038131","hsa","hsa","hsa-miR-423-5p","FAM189B","0","0","0","0","1","0","0","1","2","4"
"MIRT038076","hsa","hsa","hsa-miR-423-5p","PNRC1","0","0","0","0","1","0","0","0","1","2"
"MIRT038027","hsa","hsa","hsa-miR-423-5p","CCNI","0","0","0","0","1","0","0","0","1","2"
"MIRT038037","hsa","hsa","hsa-miR-423-5p","TDRKH","0","0","0","0","1","0","0","0","1","2"
"MIRT038127","hsa","hsa","hsa-miR-423-5p","HNRNPUL1","0","0","0","0","1","0","0","0","1","2"
"MIRT038038","hsa","hsa","hsa-miR-423-5p","AKAP13","0","0","0","0","1","0","0","0","1","2"
"MIRT038108","hsa","hsa","hsa-miR-423-5p","RNF139","0","0","0","0","1","0","0","0","1","2"
"MIRT499186","hsa","hsa","hsa-miR-423-5p","RBPJL","0","0","0","0","1","0","0","1","2","3"
"MIRT348822","hsa","hsa","hsa-miR-423-5p","U2AF2","0","0","0","0","1","0","0","1","2","3"
"MIRT038152","hsa","hsa","hsa-miR-423-5p","COPZ1","0","0","0","0","1","0","0","0","1","2"
"MIRT038086","hsa","hsa","hsa-miR-423-5p","CLSTN1","0","0","0","0","1","0","0","0","1","2"
"MIRT655874","hsa","hsa","hsa-miR-423-5p","NFASC","0","0","0","0","1","0","0","1","2","3"
"MIRT492114","hsa","hsa","hsa-miR-423-5p","TAB2","0","0","0","0","1","0","0","1","2","3"
"MIRT470813","hsa","hsa","hsa-miR-423-5p","PLXND1","0","0","0","0","1","0","0","1","2","3"
"MIRT500208","hsa","hsa","hsa-miR-423-5p","MAPK8IP3","0","0","0","0","1","0","0","1","2","5"
"MIRT038104","hsa","hsa","hsa-miR-423-5p","GGA3","0","0","0","0","1","0","0","0","1","2"
"MIRT454905","hsa","hsa","hsa-miR-423-5p","SEPT8","0","0","0","0","1","0","0","1","2","18"
"MIRT038019","hsa","hsa","hsa-miR-423-5p","DIP2A","0","0","0","0","1","0","0","0","1","2"
"MIRT038065","hsa","hsa","hsa-miR-423-5p","PMPCA","0","0","0","0","1","0","0","0","1","2"
"MIRT038159","hsa","hsa","hsa-miR-423-5p","ARL6IP1","0","0","0","0","1","0","0","0","1","2"
"MIRT038084","hsa","hsa","hsa-miR-423-5p","PLCB1","1","1","1","1","1","0","0","0","5","2"
"MIRT038151","hsa","hsa","hsa-miR-423-5p","NEDD4L","0","0","0","0","1","0","0","0","1","2"
"MIRT478657","hsa","hsa","hsa-miR-423-5p","CTDNEP1","0","0","0","0","1","0","0","1","2","3"
"MIRT642007","hsa","hsa","hsa-miR-423-5p","NCS1","0","0","0","0","1","0","0","1","2","3"
"MIRT038171","hsa","hsa","hsa-miR-423-5p","SF3B3","0","0","0","0","1","0","0","1","2","6"
"MIRT507872","hsa","hsa","hsa-miR-423-5p","CBX6","0","0","0","0","1","0","0","1","2","3"
"MIRT038107","hsa","hsa","hsa-miR-423-5p","KCTD2","0","0","0","0","1","0","0","0","1","2"
"MIRT038101","hsa","hsa","hsa-miR-423-5p","WBP2","0","0","0","0","1","0","0","0","1","2"
"MIRT038156","hsa","hsa","hsa-miR-423-5p","MTCH2","0","0","0","0","1","0","0","0","1","2"
"MIRT038070","hsa","hsa","hsa-miR-423-5p","FAM98A","0","0","0","0","1","0","0","0","1","2"
"MIRT038092","hsa","hsa","hsa-miR-423-5p","TPGS2","0","0","0","0","1","0","0","0","1","2"
"MIRT038063","hsa","hsa","hsa-miR-423-5p","NECAP1","0","0","0","0","1","0","0","0","1","2"
"MIRT038050","hsa","hsa","hsa-miR-423-5p","AAR2","0","0","0","0","1","0","0","0","1","2"
"MIRT489480","hsa","hsa","hsa-miR-423-5p","SLITRK5","0","0","0","0","1","0","0","1","2","3"
"MIRT038099","hsa","hsa","hsa-miR-423-5p","AP3M1","0","0","0","0","1","0","0","0","1","2"
"MIRT038147","hsa","hsa","hsa-miR-423-5p","PABPC1","0","0","0","0","1","0","0","0","1","2"
"MIRT038150","hsa","hsa","hsa-miR-423-5p","HIPK2","0","0","0","0","1","0","0","0","1","2"
"MIRT038061","hsa","hsa","hsa-miR-423-5p","FHOD1","0","0","0","0","1","0","0","0","1","2"
"MIRT038133","hsa","hsa","hsa-miR-423-5p","SNX8","0","0","0","0","1","0","0","0","1","2"
"MIRT490918","hsa","hsa","hsa-miR-423-5p","STRN4","0","0","0","0","1","0","0","1","2","3"
"MIRT711005","hsa","hsa","hsa-miR-423-5p","CCDC106","0","0","0","0","1","0","0","1","2","3"
"MIRT038071","hsa","hsa","hsa-miR-423-5p","EPN1","0","0","0","0","1","0","0","0","1","2"
"MIRT473207","hsa","hsa","hsa-miR-423-5p","MINK1","0","0","0","0","1","0","0","1","2","5"
"MIRT038117","hsa","hsa","hsa-miR-423-5p","COPS7A","0","0","0","0","1","0","0","0","1","2"
"MIRT038047","hsa","hsa","hsa-miR-423-5p","COQ6","0","0","0","0","1","0","0","0","1","2"
"MIRT038012","hsa","hsa","hsa-miR-423-5p","NMD3","0","0","0","0","1","0","0","0","1","2"
"MIRT038111","hsa","hsa","hsa-miR-423-5p","SAR1B","0","0","0","0","1","0","0","0","1","2"
"MIRT038059","hsa","hsa","hsa-miR-423-5p","ERRFI1","0","0","0","0","1","0","0","0","1","2"
"MIRT456420","hsa","hsa","hsa-miR-423-5p","MTRF1L","0","0","0","0","1","0","0","1","2","3"
"MIRT038143","hsa","hsa","hsa-miR-423-5p","MIER2","0","0","0","0","1","0","0","0","1","2"
"MIRT038035","hsa","hsa","hsa-miR-423-5p","NDE1","0","0","0","0","1","0","0","0","1","2"
"MIRT487882","hsa","hsa","hsa-miR-423-5p","CASZ1","0","0","0","0","1","0","0","1","2","5"
"MIRT479241","hsa","hsa","hsa-miR-423-5p","CHTF8","0","0","0","0","1","0","0","1","2","3"
"MIRT487485","hsa","hsa","hsa-miR-423-5p","BANP","0","0","0","0","1","0","0","1","2","5"
"MIRT462614","hsa","hsa","hsa-miR-423-5p","C20orf27","0","0","0","0","1","0","0","1","2","3"
"MIRT038040","hsa","hsa","hsa-miR-423-5p","PRPF38B","0","0","0","0","1","0","0","0","1","2"
"MIRT038132","hsa","hsa","hsa-miR-423-5p","SLC48A1","0","0","0","0","1","0","0","0","1","2"
"MIRT038064","hsa","hsa","hsa-miR-423-5p","NPLOC4","0","0","0","0","1","0","0","0","1","2"
"MIRT487030","hsa","hsa","hsa-miR-423-5p","LIMS2","0","0","0","0","1","0","0","1","2","5"
"MIRT038068","hsa","hsa","hsa-miR-423-5p","VAC14","0","0","0","0","1","0","0","0","1","2"
"MIRT038136","hsa","hsa","hsa-miR-423-5p","TEX2","0","0","0","0","1","0","0","0","1","2"
"MIRT457530","hsa","hsa","hsa-miR-423-5p","ZMAT5","0","0","0","0","1","0","0","1","2","3"
"MIRT713436","hsa","hsa","hsa-miR-423-5p","AJAP1","0","0","0","0","1","0","0","1","2","3"
"MIRT038094","hsa","hsa","hsa-miR-423-5p","GNG12","0","0","0","0","1","0","0","0","1","2"
"MIRT283307","hsa","hsa","hsa-miR-423-5p","UBFD1","0","0","0","0","1","0","0","1","2","5"
"MIRT038174","hsa","hsa","hsa-miR-423-5p","BCCIP","0","0","0","0","1","0","0","0","1","2"
"MIRT484556","hsa","hsa","hsa-miR-423-5p","BARHL1","0","0","0","0","1","0","0","1","2","7"
"MIRT552011","hsa","hsa","hsa-miR-423-5p","RAD18","0","0","0","0","1","0","0","1","2","3"
"MIRT038137","hsa","hsa","hsa-miR-423-5p","C15orf39","0","0","0","0","1","0","0","0","1","2"
"MIRT038160","hsa","hsa","hsa-miR-423-5p","DDX24","0","0","0","0","1","0","0","0","1","2"
"MIRT038142","hsa","hsa","hsa-miR-423-5p","SEPN1","0","0","0","0","1","0","0","0","1","2"
"MIRT038167","hsa","hsa","hsa-miR-423-5p","STRIP2","0","0","0","0","1","0","0","0","1","2"
"MIRT451072","hsa","hsa","hsa-miR-423-5p","PNMAL2","0","0","0","0","1","0","0","1","2","3"
"MIRT471415","hsa","hsa","hsa-miR-423-5p","PDP2","0","0","0","0","1","0","0","1","2","3"
"MIRT038139","hsa","hsa","hsa-miR-423-5p","CHD8","0","0","0","0","1","0","0","0","1","2"
"MIRT038021","hsa","hsa","hsa-miR-423-5p","IGDCC4","0","0","0","0","1","0","0","0","1","2"
"MIRT038130","hsa","hsa","hsa-miR-423-5p","HES4","0","0","0","0","1","0","0","0","1","2"
"MIRT038177","hsa","hsa","hsa-miR-423-5p","MESDC1","0","0","0","0","1","0","0","0","1","2"
"MIRT038066","hsa","hsa","hsa-miR-423-5p","C12orf10","0","0","0","0","1","0","0","0","1","2"
"MIRT731653","hsa","hsa","hsa-miR-423-5p","FAM3A","1","1","1","0","0","0","0","0","3","2"
"MIRT038102","hsa","hsa","hsa-miR-423-5p","CLSPN","0","0","0","0","1","0","0","0","1","2"
"MIRT038162","hsa","hsa","hsa-miR-423-5p","NSD1","0","0","0","0","1","0","0","1","2","4"
"MIRT455511","hsa","hsa","hsa-miR-423-5p","C6orf106","0","0","0","0","1","0","0","1","2","3"
"MIRT038042","hsa","hsa","hsa-miR-423-5p","MRPL34","0","0","0","0","1","0","0","0","1","2"
"MIRT606935","hsa","hsa","hsa-miR-423-5p","CDK15","0","0","0","0","1","0","0","1","2","3"
"MIRT038078","hsa","hsa","hsa-miR-423-5p","ZNF655","0","0","0","0","1","0","0","0","1","2"
"MIRT038067","hsa","hsa","hsa-miR-423-5p","DDX54","0","0","0","0","1","0","0","0","1","2"
"MIRT038168","hsa","hsa","hsa-miR-423-5p","KCTD15","0","0","0","0","1","0","0","0","1","2"
"MIRT494585","hsa","hsa","hsa-miR-423-5p","ATG9A","0","0","0","0","1","0","0","1","2","3"
"MIRT736539","hsa","hsa","hsa-miR-423-5p","TNIP2","0","1","1","0","0","0","0","0","2","1"
"MIRT477700","hsa","hsa","hsa-miR-423-5p","EFHD2","0","0","0","0","1","0","0","1","2","3"
"MIRT460957","hsa","hsa","hsa-miR-423-5p","MUL1","0","0","0","0","1","0","0","1","2","3"
"MIRT491626","hsa","hsa","hsa-miR-423-5p","RIN3","0","0","0","0","1","0","0","1","2","3"
"MIRT487089","hsa","hsa","hsa-miR-423-5p","C3orf36","0","0","0","0","1","0","0","1","2","3"
"MIRT038176","hsa","hsa","hsa-miR-423-5p","MED28","0","0","0","0","1","0","0","1","2","4"
"MIRT464375","hsa","hsa","hsa-miR-423-5p","URM1","0","0","0","0","1","0","0","1","2","3"
"MIRT467206","hsa","hsa","hsa-miR-423-5p","SPRY4","0","0","0","0","1","0","0","1","2","3"
"MIRT038072","hsa","hsa","hsa-miR-423-5p","TMUB1","0","0","0","0","1","0","0","0","1","2"
"MIRT467294","hsa","hsa","hsa-miR-423-5p","SPNS1","0","0","0","0","1","0","0","1","2","3"
"MIRT705555","hsa","hsa","hsa-miR-423-5p","ARID5B","0","0","0","0","1","0","0","1","2","3"
"MIRT485948","hsa","hsa","hsa-miR-423-5p","BRSK1","0","0","0","0","1","0","0","1","2","3"
"MIRT488413","hsa","hsa","hsa-miR-423-5p","NKX6-2","0","0","0","0","1","0","0","1","2","5"
